endDate,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,stockId,ticker
2018-12-31,,,-21015000,,-21098000,56066000,109369000,5974000,5974000,,-19862000,,,,83000,140653000,134679000,31284000,-26989000,,-21098000,-21098000,54197,INSE
2018-09-30,,,-20400000,,-20600000,59400000,108700000,-800000,-800000,,-20600000,,,,200000,141400000,142200000,32700000,-19600000,,-20600000,-20600000,54197,INSE
2017-09-30,,,-48930000,,-49114000,56011000,95860000,1804000,1804000,,-29358000,,,,184000,122544000,120740000,26684000,-50734000,,-49114000,-49114000,54197,INSE
2019-12-31,,,1081073,,771895,448522,0,-634066,-634066,185544,,,,,309178,0,634066,0,1715139,,771895,-396058,54198,JIH
2019-12-31,11140000,,-25585000,,-25580000,229154000,256174000,14841000,14841000,,-5762000,,,,-5000,299255000,284414000,43081000,-40426000,,-25580000,-25580000,54199,MDXG
2018-12-31,15765000,,-3397000,,-29979000,289195000,322725000,16731000,16731000,,-5762000,,,,26582000,359111000,342380000,36386000,-20128000,,-29979000,-29979000,54199,MDXG
2017-12-31,17900000,,45088000,,64727000,219529000,285920000,46813000,46813000,,-87000,,,,-19639000,321139000,274326000,35219000,-1725000,,64727000,64727000,54199,MDXG
2016-12-31,14341000,,545000,,390000,172324000,192259000,3457000,3457000,,-87000,,,,155000,221712000,218255000,29453000,-2912000,,390000,390000,54199,MDXG
2020-12-31,,,645200000,-88100000,708700000,398300000,1098000000,671400000,671400000,,-29500000,,,,-20500000,1180700000,509300000,82700000,-26200000,-2300000,665700000,708700000,54203,WTM
2019-12-31,,,405100000,-116800000,414500000,322800000,767600000,424600000,424600000,,-17400000,,,,29300000,893400000,468800000,125800000,-19500000,800000,375800000,409200000,54203,WTM
2018-12-31,,,-178200000,-124900000,-141200000,205500000,46800000,-167200000,-167200000,,-8300000,,,,-4000000,369100000,536300000,322300000,-11000000,-17200000,-174200000,-139600000,54203,WTM
2017-12-31,,,7800000,-131700000,627200000,195300000,204600000,9100000,9100000,,-1300000,,,,-7800000,373800000,364700000,169200000,-1300000,577500000,15600000,619200000,54203,WTM
2020-12-31,,,32250000,,27129000,27952000,71902000,0,33341000,10609000,,,,,5121000,71902000,38561000,0,-1091000,,27129000,27129000,54204,FNLC
2019-12-31,,,30260000,,25525000,26118000,65432000,0,30742000,8572000,,,,,4735000,65432000,34690000,0,-482000,,25525000,25525000,54204,FNLC
2018-12-31,,,27842000,,23536000,25165000,61309000,0,29111000,7033000,,,,,4306000,61309000,32198000,0,-1269000,,23536000,23536000,54204,FNLC
2017-12-31,,,26200000,,19588000,23890000,57851000,0,27251000,6710000,,,,,6612000,57851000,30600000,0,-1051000,,19588000,19588000,54204,FNLC
2020-12-31,,,343491000,,286006000,611265000,1125251000,0,408337000,105649000,,,,,57485000,1125251000,716914000,0,-64846000,,286006000,277965000,54206,FNB
2019-12-31,,,471000000,,387000000,559480000,1169722000,0,511331000,98911000,,,,,84000000,1169722000,658391000,0,-40331000,,387000000,378959000,54206,FNB
2018-12-31,,,452000000,,373000000,550081000,1152677000,0,508881000,93715000,,,,,79000000,1152677000,643796000,0,-56881000,,373000000,364959000,54206,FNB
2017-12-31,,,356000000,,199000000,486000000,1037000000,0,464000000,87000000,,,,,157000000,1037000000,573000000,0,-108000000,,199000000,191000000,54206,FNB
2019-12-31,,,115200000,6000000,82400000,621700000,827900000,191100000,191100000,700000,-93200000,,,,32500000,4501600000,4310500000,3673700000,-75900000,,82700000,82400000,54207,RYI
2018-12-31,,,116700000,2700000,106000000,599200000,758100000,152000000,152000000,700000,-99200000,,,,10300000,4408400000,4256400000,3650300000,-35300000,,106400000,106000000,54207,RYI
2017-12-31,,,16700000,2600000,17100000,465700000,582500000,110700000,110700000,700000,-91000000,,,,-1300000,3364700000,3254000000,2782200000,-94000000,,18000000,17100000,54207,RYI
2016-12-31,,,26100000,1500000,18700000,436600000,570600000,133900000,133900000,100000,-89900000,,,,7200000,2859700000,2725800000,2289100000,-107800000,,18900000,18700000,54207,RYI
2019-12-31,5834000,,-1026000,4877000,-2600000,19305000,24825000,-314000,-314000,,,,,,562000,83256000,83570000,58431000,-712000,,-1588000,-2777000,54208,AXTI
2018-12-31,5897000,,11947000,3697000,9654000,19003000,37047000,12147000,12147000,,,,,,938000,102397000,90250000,65350000,-200000,,11009000,9477000,54208,AXTI
2017-12-31,4827000,,10853000,4497000,10148000,17009000,34475000,12639000,12639000,,,,,,792000,98673000,86034000,64198000,-1786000,,10061000,9971000,54208,AXTI
2016-12-31,5850000,,5699000,4380000,5636000,13880000,26381000,6651000,6651000,,,,,,733000,81349000,74698000,54968000,-952000,,4966000,5459000,54208,AXTI
2021-01-02,156670000,,187915000,,147068000,366245000,672149000,146322000,146322000,,,,,,40847000,1430390000,1284068000,758241000,41593000,,147068000,147068000,54209,IRBT
2019-12-28,141607000,,98833000,,85300000,314651000,555648000,86618000,86618000,,,,,,13533000,1214010000,1127392000,658362000,12215000,,85300000,85300000,54209,IRBT
2018-12-29,140629000,,108622000,,87992000,307912000,573972000,105822000,105822000,,,,,,20630000,1092584000,986762000,518612000,2800000,,87992000,87992000,54209,IRBT
2017-12-30,113149000,,76366000,,50964000,246881000,445797000,72690000,72690000,,,,,,25402000,883911000,811221000,438114000,3676000,,50964000,50964000,54209,IRBT
2019-12-31,,,43005000,,48162000,131294000,478146000,183504000,183504000,,-94408000,,,,-5157000,1783594000,1600090000,1305448000,-140499000,,48162000,48162000,54211,COLD
2018-12-31,,,44366000,,47985000,112035000,406384000,176696000,176696000,,-93312000,,,,-3619000,1602566000,1425870000,1196182000,-132330000,,47985000,46167000,54211,COLD
2017-12-31,,,8785000,,-608000,102478000,370065000,142710000,142710000,8136000.0,-114898000,,,,9393000,1542224000,1399514000,1172159000,-133925000,,-608000,-29927000,54211,COLD
2016-12-31,,,10811000,,4932000,100238000,345517000,126708000,126708000,8136000.0,-119552000,,,,5879000,1489871000,1363163000,1144354000,-115897000,,4932000,-24456000,54211,COLD
2020-09-30,,,80630000,,64540000,90924000,186634000,0,81544000,14166000,,,,,16090000,186634000,105090000,0,-914000,,64540000,64488000,54219,CFFN
2019-09-30,,,120654000,,94243000,91475000,227598000,0,121826000,14297000,,,,,26411000,227598000,105772000,0,-1172000,,94243000,94188000,54219,CFFN
2018-09-30,,,123906000,,98927000,78939000,220808000,0,127183000,14686000,,,,,24979000,220808000,93625000,0,-3277000,,98927000,98887000,54219,CFFN
2017-09-30,,,127920000,,84137000,72187000,217578000,0,131459000,13932000,,,,,43783000,217578000,86119000,0,-3539000,,84137000,84093000,54219,CFFN
2019-12-31,,,20106000,,14925000,,41091000,25106000,25106000,5182000,-7024000,,,,5181000,83595000,58489000,42504000,-5000000,,14925000,14925000,54220,ARTNA
2018-12-31,,,19269000,,14278000,,39202000,23946000,23946000,4968000,-6252000,,,,4991000,80411000,56465000,41209000,-4677000,,14278000,14278000,54220,ARTNA
2017-12-31,,,21278000,,13983000,,41181000,26895000,26895000,4731000,-6177000,,,,7295000,82235000,55340000,41054000,-5617000,,13983000,13983000,54220,ARTNA
2016-12-31,,,21285000,,12954000,,40829000,27150000,27150000,4491000,-6644000,,,,8331000,79089000,51939000,38260000,-5865000,,12954000,12954000,54220,ARTNA
2020-04-30,4344000,,-11247000,,-10352000,6916000,-105000,-11365000,-11365000,,,,,,-895000,1682000,13047000,1787000,118000,,-10352000,-10352000,54221,OPTT
2019-04-30,4984000,,-13096000,,-12246000,7616000,-671000,-13271000,-13271000,,,,,,-850000,632000,13903000,1303000,175000,,-12246000,-12246000,54221,OPTT
2018-04-30,4320000,,-11276000,,-10157000,6988000,-252000,-11560000,-11560000,,,,,,-1119000,511000,12071000,763000,284000,,-10157000,-10157000,54221,OPTT
2017-04-30,5029000,,-10184000,,-9486000,6563000,-95000,-11687000,-11687000,,,,,,-698000,843000,12530000,938000,1503000,,-9486000,-9486000,54221,OPTT
2020-12-31,,,124424000,,96953000,189057000,380206000,0,160546000,30603000,,,,,27471000,380206000,219660000,0,-36122000,,96953000,96953000,54222,SASR
2019-12-31,,,152861000,,116433000,153141000,331346000,0,157779000,20426000,,,,,36428000,331346000,173567000,0,-4918000,,116433000,116433000,54222,SASR
2018-12-31,,,132688000,,100864000,141268000,310871000,0,150111000,19492000,,,,,31824000,310871000,160760000,0,-17423000,,100864000,100864000,54222,SASR
2017-12-31,,,87935000,,53209000,106297000,217034000,0,96868000,13869000,,,,,34726000,217034000,120166000,0,-8933000,,53209000,53209000,54222,SASR
2020-12-31,760700000,,916700000,,823400000,1228400000,3305700000,1316600000,1316600000,,,,,,93300000,4386300000,3069700000,1080600000,-399900000,,823400000,823400000,54224,EW
2019-12-31,752700000,,1166500000,,1046900000,1240400000,3233600000,1240500000,1240500000,,-20700000.0,,,,119600000,4348000000,3107500000,1114400000,-74000000,,1046900000,1046900000,54224,EW
2018-12-31,622200000,,761400000,,722200000,1088400000,2783400000,1072800000,1072800000,,-29900000.0,,,,39200000,3722800000,2650000000,939400000,-311400000,,722200000,722200000,54224,EW
2017-12-31,552600000,,1034900000,,583600000,984300000,2560000000,1022400000,1022400000,700000.0,-23200000.0,,,,451300000,3435300000,2412900000,875300000,12500000,,583600000,583600000,54224,EW
2019-12-31,953185,,-2428185,,-2428185,1475000,0,-2428185,-2428185,,,,,,0,0,2428185,0,0,,-2428185,-2428185,54227,LTRN
2018-12-31,572095,,-1726417,,-1726417,1154322,0,-1726417,-1726417,,,,,,0,0,1726417,0,0,,-1726417,-1726417,54227,LTRN
2020-06-30,,,4764000,,3864000,10342000,16806000,0,5009000,1455000,,,,,900000,16806000,11797000,0,-245000,,3864000,3860000,54228,OFED
2019-06-30,,,4594000,,3720000,10608000,16728000,0,4826000,1294000,,,,,874000,16728000,11902000,0,-232000,,3720000,3714000,54228,OFED
2018-06-30,,,4740000,,3035000,10721000,16790000,0,4911000,1158000,,,,,1705000,16790000,11879000,0,-171000,,3035000,3027000,54228,OFED
2017-06-30,,,7003000,,5525000,9680000,17753000,0,7299000,774000,,,,,1478000,17753000,10454000,0,-296000,,5525000,5506000,54228,OFED
2019-12-31,,,10503000,,8207000,10198000,34639000,7800000,7800000,,-636000,,,,2296000,1811247000,1803447000,1776608000,2703000,,8207000,8207000,54229,AE
2018-12-31,,,3454000,,2945000,10237000,20999000,108000,108000,,-109000,,,,509000,1750213000,1750105000,1729214000,3346000,,2945000,2945000,54229,AE
2017-12-31,,,-3427000,,-482000,8707000,24811000,2502000,2502000,,-27000,,,,-2945000,1322060000,1319558000,1297249000,-5929000,,-482000,-482000,54229,AE
2016-12-31,,,5204000,,2513000,10410000,35569000,6054000,6054000,,-2000,,,,2691000,1099540000,1093486000,1063971000,-850000,,2513000,2513000,54229,AE
2019-12-31,58373000,,-77270000,,-77270000,17528000,0,-75901000,-75901000,,-5958000,,,,0,0,75901000,0,-194000,,-77270000,-77270000,54234,RCKT
2018-12-31,53084000,,-74518000,,-74518000,12586000,0,-65670000,-65670000,,-6039000,,,,0,0,65670000,0,-8047000,,-74518000,-74518000,54234,RCKT
2017-12-31,14725000,,-19578000,,-19578000,4855000,0,-19580000,-19580000,,-6039000,,,,0,0,19580000,0,2000,,-19578000,-19578000,54234,RCKT
2016-12-31,5994000,,-7573000,,-7573000,1580000,0,-7574000,-7574000,,-6039000,,,,0,0,7574000,0,1000,,-7573000,-7573000,54234,RCKT
2019-12-31,6877000,,-2735000,,-3978000,11190000,33062000,5310000,5310000,,-4158000,,,,1243000,33062000,27752000,0,-8045000,,-3978000,-3978000,54235,NGMS
2018-12-31,5782000,,-5389000,,-5975000,10924000,23478000,-987000,-987000,,-2309000,,,,586000,23478000,24465000,0,-4402000,,-5975000,-5975000,54235,NGMS
2017-12-31,4359000,,-6974000,,-7453000,8780000,17149000,-3721000,-3721000,,-2234000,,,,479000,17149000,20870000,0,-3253000,,-7453000,-7453000,54235,NGMS
2019-12-31,,,172477000,-704000,173736000,36366000,211992000,0,175626000,,,,,,-419000,225461000,49835000,13469000,-3149000,,172896000,144835000,54236,NYMTP
2018-12-31,,,103738000,904000,102886000,28234000,132408000,0,104174000,44050000.0,,,,,-1057000,145644000,41470000,13236000,-436000,,104795000,79186000,54236,NYMTP
2017-12-31,,,91922000,4136000,91980000,22874000,114796000,0,91922000,44050000.0,,,,,3355000,132999000,41077000,18203000,0,,88567000,76320000,54236,NYMTP
2016-12-31,,,70655000,3087000,67551000,24507000,95097000,0,70590000,44050000.0,,,,,3095000,105811000,35221000,10714000,65000,,67560000,54651000,54236,NYMTP
2019-12-31,,,-520,,-520,,0,0,,,,,,,0,0,0,0,-520,,-520,-520,54238,CHAQ
2019-12-31,,,11815000,,11815000,846799,12661799,11815000,11815000,,,,,,0,12661799,846799,0,0,,11815000,11815000,54239,VOC
2018-12-31,,,12070000,,12070000,868703,12938703,12070000,12070000,,,,,,0,12938703,868703,0,0,,12070000,12070000,54239,VOC
2017-12-31,,,8415000,,8415000,794023,9209023,8415000,8415000,,,,,,0,9209023,794023,0,0,,8415000,8415000,54239,VOC
2016-12-31,,,4845000,,4845000,904845,5749845,4845000,4845000,,,,,,0,5749845,904845,0,447017,,4845000,4845000,54239,VOC
2019-12-28,380000000,,-149000000,,-236000000,1042000000,1792000000,148000000,148000000,,-295000000,,,,87000000,2635000000,2487000000,843000000,-297000000,,-236000000,-236000000,54241,MCFE
2018-12-29,406000000,,-450000000,,-512000000,1068000000,1569000000,-137000000,-137000000,,-307000000,,,,62000000,2409000000,2546000000,840000000,-313000000,,-512000000,-512000000,54241,MCFE
2017-12-30,450000000,,-645000000,,-686000000,1004000000,1371000000,-290000000,-290000000,,-160000000,,,,41000000,2076000000,2366000000,705000000,-355000000,,-686000000,-607000000,54241,MCFE
2019-12-31,,,-1152000,,-1100000,3555000,3389000,0,-937000,771000,,,,,-52000,3389000,4326000,0,-215000,,-1100000,-1100000,54242,OPHC
2018-12-31,,,796000,,796000,3306000,4884000,0,796000,782000,,,,,0,4884000,4088000,0,-114000,,796000,796000,54242,OPHC
2017-12-31,,,-589000,,-589000,3475000,3572000,0,-387000,484000,,,,,0,3572000,3959000,0,-202000,,-589000,-589000,54242,OPHC
2016-12-31,,,-396000,,-396000,3373400,3541000,0,-266000,433600,,,,,0,3541000,3807000,0,-130000,,-396000,-396000,54242,OPHC
2020-04-30,,,-6091622,,-6091622,3303319,23009666,19706347,19706347,,-4963444,,,,0,23009666,3303319,0,-25797969,,-6091622,-6091622,54245,MEN
2019-04-30,,,25919275,,25919275,3204277,24443524,21239247,21239247,,-5349177,,,,0,24443524,3204277,0,4680028,,25919275,25919275,54245,MEN
2018-04-30,,,9807854,,9807854,3219314,24716075,21496761,21496761,,-4015096,,,,0,24716075,3219314,0,-11688907,,9807854,9807854,54245,MEN
2017-04-30,,,-1729358,,-1729358,3228796,25408073,22179277,22179277,,-3044181,,,,0,25408073,3228796,0,-23908635,,-1729358,-1729358,54245,MEN
2020-12-31,15112000000,,53130000000,,42138000000,36886000000,106014000000,54476000000,54476000000,-460000000,-390000000,,,,10992000000,126946000000,72470000000,20932000000,-1346000000,,42138000000,42138000000,54246,NVO
2019-12-31,13770000000,,48553000000,,38951000000,35830000000,102462000000,53462000000,53462000000,-600000000,-220000000,,,,9602000000,122021000000,68559000000,19559000000,-4909000000,,38951000000,38951000000,54246,NVO
2018-12-31,14805000000,,47615000000,,38628000000,33313000000,94214000000,47248000000,47248000000,-1152000000,-85000000,,,,8987000000,111831000000,64583000000,17617000000,367000000,,38628000000,38628000000,54246,NVO
2017-12-31,14014000000,,48680000000,,38130000000,32124000000,94064000000,48967000000,48967000000,-1041000000,-90000000,,,,10550000000,111696000000,62729000000,17632000000,-287000000,,38130000000,38130000000,54246,NVO
2019-12-31,,,-3644734,,-3644734,586559,-3058019,-3644578,-3644578,,,,,,0,324646,3969223,3382664,-156,,-3644734,-3644734,54249,TMBR
2019-12-31,,,-1739000000,4674000000,-1076000000,1376000000,15000000,-1364000000,-1364000000,3000000,-605000000,,,,20000000,8745000000,10109000000,8730000000,-375000000,-32000000,-1759000000,-1076000000,54250,IEP
2018-12-31,,,223000000,5630000000,2039000000,1386000000,2171000000,777000000,777000000,8000000,-524000000,,,,-14000000,11702000000,10925000000,9531000000,-554000000,1764000000,237000000,2039000000,54250,IEP
2017-12-31,,,1866000000,6027000000,2405000000,1269000000,1687000000,414000000,414000000,4000000,-655000000,,,,-532000000,10433000000,10019000000,8746000000,1452000000,234000000,2398000000,2405000000,54250,IEP
2016-12-31,,,-2373000000,5569000000,-1106000000,1001000000,-83000000,-1088000000,-1088000000,4000000,-692000000,,,,-88000000,7385000000,8473000000,7468000000,-1285000000,65000000,-2285000000,-1106000000,54250,IEP
2019-12-31,,,-10406,,-10406,9566,0,-10406,-10406,840,,,,,0,0,10406,0,0,,-10406,-10406,54253,STPK
2018-12-31,,,-48864,,-48864,20694,0,-48864,-48864,28170,,,,,0,0,48864,0,0,,-48864,-48864,54253,STPK
2020-06-25,,,72711000,,54110000,101059000,175775000,74716000,74716000,,-2005000,,,,18601000,880092000,805376000,704317000,-2005000,,54110000,54110000,54255,JBSS
2019-06-27,,,52428000,,39466000,102782000,158270000,55488000,55488000,,-3060000,,,,12962000,876201000,820713000,717931000,-3060000,,39466000,39466000,54255,JBSS
2018-06-28,,,49350000,,32500000,86086000,138899000,52813000,52813000,,-3463000,,,,16850000,888931000,836118000,750032000,-3463000,,32500000,32500000,54255,JBSS
2017-06-29,,,54138000,,36125000,84875000,141923000,57048000,57048000,,-2910000,,,,18013000,846635000,789587000,704712000,-2910000,,36125000,36125000,54255,JBSS
2019-12-31,,,-55419000,,-55419000,11789000,-42144000,0,-55450000,,,,,,0,-42144000,13306000,0,31000,,-55419000,-64608000,54256,ANH
2018-12-31,,,-6488000,,-6488000,11978000,6961000,0,-6542000,,,,,,0,6961000,13503000,0,54000,,-6488000,-15677000,54256,ANH
2017-12-31,,,54372000,,54372000,11933000,67677000,0,54372000,,,,,,0,67677000,13305000,0,0,,54372000,46199000,54256,ANH
2016-12-31,,,22493000,,22493000,12875000,36712000,0,22493000,,,,,,0,36712000,14219000,0,0,,22493000,15910000,54256,ANH
2019-12-31,,,-2216588000,,-1716297000,181109000,891802000,-1963656000,-1963656000,-226681000,-194285000,,,,-500291000,2600934000,4564590000,1709132000,-254368000,,-1716297000,-1716548000,54258,RRC
2018-12-31,,,-1776970000,,-1746481000,209812000,1544094000,94529000,94529000,51192000,-210209000,,,,-30489000,3333837000,3239308000,1789743000,-1871499000,,-1746481000,-1746726000,54258,RRC
2017-12-31,,,82120000,,333146000,233406000,1239052000,257853000,257853000,-213350000,-195679000,,,,-251026000,2397680000,2139827000,1158628000,-175733000,,333146000,329395000,54258,RRC
2016-12-31,,,-802138000,,-521388000,184772000,504714000,-590145000,-590145000,261391000,-168213000,,,,-280750000,1361330000,1951475000,856616000,-211993000,,-521388000,-521611000,54258,RRC
2019-12-31,,,-126491000,,-142125000,509321000,1014368000,496373000,496373000,8674000,-114129000,,,,15634000,1123375000,627002000,109007000,-622864000,,-142125000,-142125000,54259,OCN
